HHKEY,ZIP_CODE,REC,FRE,MON,CC_CARD,AVRG,PC_CALC20,PSWEATERS,PKNIT_TOPS,PKNIT_DRES,PBLOUSES,PJACKETS,PCAR_PNTS,PCAS_PNTS,PSHIRTS,PDRESSES,PSUITS,POUTERWEAR,PJEWELRY,PFASHION,PLEGWEAR,PCOLLSPND,AMSPEND,PSSPEND,CCSPEND,AXSPEND,TMONSPEND,OMONSPEND,SMONSPEND,PREVPD,GMP,PROMOS,DAYS,FREDAYS,MARKDOWN,CLASSES,COUPONS,STYLES,STORES,STORELOY,VALPHON,WEB,MAILED,RESPONDED,RESPONSERATE,HI,LTFREDAY,CLUSTYPE,PERCRET,RESP
9.9556E+12,1803,1,4,385.52,1,96.38,16,0.14,0,0.15,0,0.25,0.15,0.09,0.12,0,0,0,0,0.07,0,0.4,0,358.22,27.3,0,300.98,93.98,328.28,0,0.64,18,692,173,0.1,7,1,9,2,2611,Y,0,9,0,0,33.21,76.88,10,0,0
9.9556E+12,1810,79,2,314.11,1,157.05,11,0.26,0.13,0.15,0.13,0,0.18,0,0.05,0,0,0,0,0.06,0,0,0,0,314.11,0,114.32,0,314.11,0,0.47,7,113,56.5,0.31,7,2,16,2,4582,Y,0,1,0,0,17.39,6.64,1,0,1
9.9556E+12,1835,159,2,138.98,0,69.49,11,0,0,0,0.21,0,0.78,0,0,0,0,0,0,0,0,0.42,0,0,138.98,0,0,0,59,0,0.65,4,272,136,0,3,0,3,1,4582,Y,0,1,0,0,84.17,136,3,0,0
9.9556E+12,1826,10,8,2230.93,1,278.86,16,0.03,0.006074,0.07,0.17,0.24,0.04,0,0.08,0.21,0.12,0,0,0,0.01,0,0,1875.98,210.99,143.96,357.95,213.99,1155.88,82.48,0.56,23,697,87.12,0.18,17,5,54,3,2738,Y,0,10,6,60,16.47,22.48,18,0,0
9.9556E+12,1860,26,7,116.47,0,16.63,11,0.32,0,0,0.24,0,0,0.02,0,0,0,0,0,0.04,0,0,0,79.97,36.5,0,20,20,34.99,0,0.37,3,362,51.71,0.27,7,0,9,4,4582,N,0,0,0,0,16.76,36.2,10,0.57,0
9.9556E+12,1845,83,3,646.44,1,215.48,11,0.13,0,0,0,0.36,0.06,0.11,0,0,0.08,0,0,0,0,0.04,0,0,646.44,0,26.48,0,26.48,0,0.62,10,635,211.66,0.08,10,0,17,1,4582,Y,0,2,1,50,17.81,30.23,1,0.33,0
9.9556E+12,1844,260,4,92.73,0,23.18,11,0.46,0.03,0,0,0,0,0.09,0.1,0,0,0,0,0,0,0,0,32,60.73,0,0,0,0,0,0.36,6,362,90.5,0.29,5,0,7,2,4582,Y,0,0,0,0,23.71,90.5,10,0.43,0
9.9556E+12,1801,19,2,341.94,0,170.97,11,0.08,0.09,0,0.43,0,0,0.29,0,0,0,0,0,0.08,0,0,0,23.97,317.97,0,31.96,31.96,341.94,0,0.64,10,136,68,0.14,6,0,14,4,4686,Y,0,1,1,100,30.32,22.66,10,0,0
9.9556E+12,1844,261,3,456.93,1,152.31,11,0.34,0,0,0,0.05,0.22,0,0,0,0,0.27,0,0,0.1,0,0,0,456.93,0,0,0,0,215.24,0.47,24,642,214,0.3,5,1,14,1,4582,Y,0,8,1,12.5,25.86,32.1,4,0,1
9.9556E+12,1844,108,3,78,0,26,16,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,63,15,0,0,0,78,0,0.62,2,581,193.66,0.07,2,0,5,2,2738,N,0,0,0,0,52.66,145.25,10,0,0
9.9556E+12,1821,125,2,139.48,0,69.74,11,0.17,0,0,0.28,0,0,0,0.49,0,0,0,0,0,0.04,0.35,0,0,139.48,0,0,0,94.99,0,0.59,8,281,140.5,0.14,5,0,5,1,4686,N,0,0,0,0,48.29,140.5,5,0,0
9.9556E+12,1821,1,18,4208.64,1,233.81,11,0.24,0.01,0.02,0.02,0.36,0.14,0,0.007212,0.03,0.03,0,0,0.02,0,0.05,2089.8,0,2118.84,0,1927.85,468.38,2984.33,0,0.61,25,701,38.94,0.15,16,8,78,2,4686,Y,0,9,4,44.44,22.25,17.97,11,0.08,0
9.9556E+12,1810,152,3,319.99,1,106.66,11,0,0,0,0.19,0.3,0,0.24,0,0.24,0,0,0,0,0,0.3,0,0,319.99,0,0,0,68.99,0,0.67,17,467,155.66,0,5,0,6,1,4686,Y,0,9,2,22.22,35.17,77.83,4,0,0
9.9556E+12,1860,113,5,168.99,0,33.79,11,0,0,0,0,0,0,0.12,0,0,0.3,0,0,0,0,0,0,0,168.99,0,0,0,168.99,0,0.6,8,581,116.2,0,3,0,3,1,3,Y,1,0,0,0,11.15,29.05,25,1.29,0
9.9556E+12,1810,129,1,114.98,0,114.98,11,0,0,0,0,0.69,0,0,0.3,0,0,0,0,0,0,0,0,0,114.98,0,0,0,114.98,0,0.61,9,129,129,0,2,0,2,1,4582,Y,0,1,0,0,57.65,64.5,1,0,0
9.9556E+12,1887,124,3,480.48,0,160.16,16,0.2,0.02,0.04,0.12,0,0,0.49,0,0,0,0,0,0.1,0,0,32.7,411.45,36.33,0,0,0,480.48,0,0.63,18,391,130.33,0.18,6,2,12,4,1668,Y,0,6,2,33.33,31.94,48.87,4,0,0
9.9556E+12,1841,59,1,89.97,0,89.97,11,0,0,0,0.26,0,0.73,0,0,0,0,0,0,0,0,0,0,0,89.97,0,89.97,0,89.97,0,0.32,0,59,59,0.4,2,0,3,1,4686,Y,0,0,0,0,60.89,29.5,41,0,1
9.9556E+12,1803,270,2,111.15,0,55.57,18,0.91,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,86.52,0,24.63,0,0,0,0,0,0.25,8,287,143.5,0.58,2,0,6,2,3741,Y,0,1,0,0,83.62,95.66,8,0,0
9.9556E+12,1845,39,14,965.72,0,68.98,16,0.21,0.04,0.01,0.01,0.11,0.01,0.01,0.02,0,0,0.09,0.007493,0.02,0.005619,0,0,884.04,81.68,0,0,0,369.94,454.99,0.52,14,656,46.85,0.28,15,0,39,9,2611,N,0,6,4,66.67,7.18,18.74,8,0.65,0
9.9556E+12,1876,134,4,207.47,0,51.86,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.47,100,0,0,0,98.98,0,0.5,9,269,67.25,0.25,2,0,10,2,2611,N,0,1,0,0,100,53.8,3,0,0
9.9556E+12,1879,24,4,241.92,0,60.48,11,0.03,0.04,0,0.05,0,0,0.12,0.009618,0.35,0,0,0,0.14,0,0,0,66.49,175.43,0,112.97,70,241.92,0,0.3,5,98,24.5,0.38,8,0,16,2,4538,Y,0,0,0,0,17.19,14,4,0.28,0
9.9556E+12,1887,49,2,678,0,339,16,0.06,0,0,0.24,0.3,0.19,0.17,0,0,0,0,0,0,0.01,0,0,666,12,0,678,0,678,0,0.68,0,58,29,0,6,0,13,2,2611,Y,0,0,0,0,22.49,14.5,5,0,0
9.9556E+12,1810,11,5,227.85,1,45.57,16,0.09,0.27,0,0.15,0,0,0,0,0,0,0,0.07,0.18,0.09,0,0,154,73.85,0,99.85,26,227.85,0,0.57,12,696,139.2,0.23,8,0,15,2,2738,Y,0,3,2,66.67,15.99,33.14,1,0.12,0
9.9556E+12,1832,173,6,2093.58,0,348.93,11,0.11,0,0.00716,0.04,0.33,0.09,0.06,0.13,0.14,0,0.04,0,0,0.008588,0,0,319.23,1774.35,0,0,0,221.23,482.19,0.56,22,530,88.33,0.22,16,2,51,4,4686,Y,0,11,5,45.45,18.14,26.5,8,0,0
9.9556E+12,1844,108,1,197,0,197,11,0,0,0,0.19,0.5,0.29,0,0,0,0,0,0,0,0,0.8,0,0,197,0,0,0,197,0,0.69,4,108,108,0,3,0,3,1,4582,Y,0,0,0,0,102.46,108,11,0,0
9.9556E+12,1826,159,6,161.96,0,26.99,11,0.7,0,0,0,0.12,0,0,0.03,0,0,0,0,0.12,0,0,0,23.99,87.97,50,0,0,25,0,0.1,25,468,78,0.42,4,0,8,4,4582,N,0,7,1,14.29,53.85,52,10,0,0
9.9556E+12,1801,189,3,282.43,0,94.14,11,0.27,0,0,0,0.33,0,0.21,0,0,0,0,0,0,0,0,0,0,282.43,0,0,0,0,0,0.53,17,397,132.33,0.12,4,0,9,1,4686,Y,0,4,0,0,23.42,99.25,7,0.2,0
9.9556E+12,1887,105,4,206,1,51.5,16,0.17,0.16,0.4,0.13,0,0,0,0,0,0,0,0,0,0.06,0,0,191,15,0,0,0,36,0,0.6,9,240,60,0.08,6,0,9,2,2611,Y,0,1,0,0,24.3,48,11,0.05,0
9.9556E+12,1863,18,2,99.95,1,49.97,16,0.32,0.19,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,67.45,32.5,0,99.95,32.5,99.95,0,0.44,22,579,289.5,0.41,3,0,7,2,4686,Y,0,10,2,20,37.12,52.63,3,0,0
9.9556E+12,1821,299,1,133.49,0,133.49,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.99,24.5,0,0,0,0,0,0.64,9,299,299,0.15,1,0,3,2,2968,Y,0,2,0,0,100,149.5,5,0,0
9.9556E+12,1867,33,17,2273.57,1,133.73,16,0.41,0,0,0.1,0,0.24,0.04,0.03,0.07,0,0,0,0,0,0.01,197.25,1751.38,298.7,26.24,220.97,0,663.93,126,0.58,24,684,40.23,0.19,10,6,60,5,2611,Y,0,9,6,66.67,24.74,12.66,3,0.1,1
9.9556E+12,1845,268,1,84.5,0,84.5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.5,0,0,0,0,0,0.44,7,268,268,0.42,1,0,3,1,4582,Y,0,1,0,0,100,134,1,0,0
9.9556E+12,1890,91,1,98,0,98,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,98,0,0.57,7,523,523,0.27,1,0,4,1,4686,Y,0,0,0,0,100,130.75,1,0,0
9.9556E+12,1821,141,1,176.97,1,176.97,16,0.29,0.08,0.39,0,0,0,0,0,0.2,0,0,0,0,0.02,0,0,173.19,3.78,0,0,0,176.97,0,0.57,14,512,512,0.12,5,1,7,2,2611,Y,0,6,0,0,29.3,51.2,5,0,0
9.9556E+12,1832,309,2,116,0,58,18,0,0,0,0.31,0,0,0,0,0,0,0,0,0.15,0,0,78,0,38,0,0,0,0,0,0.67,7,310,155,0,3,0,3,2,4686,Y,0,2,0,0,12.64,77.5,10,1.1,0
9.9556E+12,1801,174,3,192.98,0,64.32,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,44.98,0,0,0,73.5,0,0.47,21,264,88,0.31,2,1,9,2,2738,Y,0,10,1,10,100,13.89,15,0,0
9.9556E+12,1867,32,6,1034.84,1,172.47,16,0.1,0.03,0,0,0.18,0.07,0.08,0.09,0.04,0,0.1,0,0,0,0,0,880.05,154.79,0,112,0,260.69,0,0.55,12,232,38.66,0.2,16,1,36,3,2611,Y,0,3,2,66.67,8.27,14.5,10,0.35,1
9.9556E+12,1826,165,5,1359.44,1,271.88,11,0.41,0.007716,0,0.01,0.06,0.26,0.18,0,0,0,0,0.006672,0.02,0,0.04,0,0,1359.44,0,0,0,240,0,0.62,23,525,105,0.1,10,1,30,1,4582,Y,0,8,2,25,28.94,29.16,6,0,0
9.9556E+12,1803,128,1,210,0,210,11,0.22,0,0,0,0.46,0.3,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,210,0,0.72,9,128,128,0,3,0,3,1,4686,Y,0,1,0,0,36.29,128,4,0,0
9.9556E+12,1867,85,2,68.98,0,34.49,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68.98,0,39.98,0,68.98,0,0.54,5,446,223,0.2,1,0,3,2,2611,Y,0,0,0,0,100,111.5,4,0,0
9.9556E+12,1970,186,1,304,0,304,11,0.12,0,0,0,0.32,0.38,0,0.16,0,0,0,0,0,0,0.68,0,0,304,0,0,0,0,0,0.7,11,186,186,0,4,0,5,1,4686,Y,0,2,0,0,76.19,37.2,4,0,0
9.9556E+12,33606,160,2,927.74,0,463.87,11,0.1,0,0,0.05,0.43,0.2,0,0.05,0.13,0,0,0,0,0,0.21,0,0,927.74,0,0,0,375,0,0.61,18,386,193,0.14,8,0,11,1,3,Y,1,5,1,20,31.6,77.2,8,0,0
9.9556E+12,1966,287,2,214.43,1,107.21,16,0.69,0.09,0.06,0.13,0,0,0,0,0,0,0,0,0,0,0,0,129.96,84.47,0,0,0,0,0,0.43,16,657,328.5,0.29,5,0,10,2,2855,Y,0,6,0,0,51.89,93.85,8,0,0
9.9556E+12,1923,249,1,77.97,0,77.97,16,0.62,0,0,0,0,0,0.17,0,0,0,0,0,0.19,0,0,0,62.97,15,0,0,0,0,0,0.3,4,249,249,0.35,3,0,4,2,2611,Y,0,0,0,0,46.38,124.5,10,0,0
9.9556E+12,1923,92,1,76.94,0,76.94,11,0.18,0.54,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,76.94,0,0,0,76.94,0,0.45,5,92,92,0.3,3,0,6,1,4686,Y,0,0,0,0,40.49,92,10,0,0
9.9556E+12,1940,215,1,280.49,0,280.49,16,0.16,0,0,0.35,0.32,0,0,0.16,0,0,0,0,0,0,0,0,200.62,79.87,0,0,0,0,0,0.64,18,698,698,0.11,6,1,8,2,2611,Y,1,9,1,11.11,28.07,38.77,4,0,1
9.9556E+12,1938,149,1,67.97,0,67.97,11,0.7,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,67.97,0,0,0,67.97,0,0.52,3,149,149,0.11,2,0,3,1,4686,Y,0,0,0,0,58.47,149,20,0,0
9.9556E+12,1905,37,6,642.91,0,107.15,16,0.21,0,0,0.09,0.15,0.24,0.06,0.11,0.07,0,0,0,0.02,0,0.15,0,612.92,29.99,0,148,0,256.98,0,0.5,16,284,47.33,0.26,11,0,20,3,2738,Y,0,4,1,25,18.83,35.5,32,0,0
9.9556E+12,1982,3,22,1441.62,1,65.52,16,0.41,0.11,0.2,0,0,0,0.01,0,0,0,0,0,0,0,0,0,1412.22,29.4,0,848.1,473.51,848.1,0,0.5,25,698,31.72,0.26,7,1,71,11,2738,Y,1,8,1,12.5,22.88,8.11,4,0.32,1
9.9556E+12,1904,150,2,87.99,0,43.99,11,0.4,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,87.99,0,0,0,87.99,0,0.55,9,166,83,0,4,0,5,1,2611,Y,0,1,0,0,37.92,33.2,10,0.54,0
9.9556E+12,1906,85,1,153.94,0,153.94,11,0.09,0,0,0,0,0.22,0,0.5,0.18,0,0,0,0,0,0,0,0,153.94,0,153.94,0,153.94,0,0.37,1,85,85,0.3,4,0,6,1,4686,Y,0,0,0,0,34.29,42.5,10,0,0
9.9556E+12,1960,50,9,568.82,1,63.2,16,0.18,0.01,0.19,0,0.21,0.22,0.04,0,0,0,0,0,0.02,0,0.09,17,221.04,330.78,0,114.02,0,275.27,0,0.15,21,691,76.77,0.47,10,2,27,3,2611,Y,0,10,3,30,17.9,12.12,3,0.1,1
9.9556E+12,1983,239,1,165,0,165,11,0.41,0,0,0.23,0,0.35,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0.69,10,239,239,0,3,0,4,1,4686,N,0,2,0,0,34.92,239,4,0,0
9.9556E+12,7722,153,1,415.79,1,415.79,11,0.14,0,0,0.1,0.38,0.23,0,0.1,0,0,0,0,0.03,0,0,0,0,415.79,0,0,0,415.79,0,0.66,9,153,153,0.1,6,1,9,1,4686,Y,0,1,0,0,24.41,153,4,0,0
9.9556E+12,2019,53,7,2083.82,1,297.68,16,0.13,0.009588,0.02,0.04,0.25,0.16,0.04,0.1,0.16,0,0,0,0.01,0.03,0.15,0,1818.11,265.71,0,388.35,0,1038.83,0,0.64,18,677,96.71,0.09,16,0,47,3,2664,Y,0,10,4,40,18.24,22.56,11,0,0
9.9556E+12,2035,144,3,202.94,0,67.64,11,0.68,0.04,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,54,148.94,0,0,0,19.99,0,0.5,9,636,212,0.04,4,0,8,3,3,Y,0,6,2,33.33,54.2,53,15,0,0
9.9556E+12,2038,216,2,111,0,55.5,11,0.52,0.13,0,0,0,0,0.25,0,0,0,0,0,0,0.08,0,0,0,111,0,0,0,0,0,0.46,13,344,172,0.31,4,0,7,1,4538,Y,0,4,1,25,36.85,57.33,6,0,0
9.9556E+12,2048,272,1,268.75,1,268.75,16,0.08,0,0,0.1,0.4,0.23,0,0,0,0,0,0.02,0.14,0,0,0,130.75,138,0,0,0,0,0,0.64,17,636,636,0.16,6,0,6,2,2664,Y,0,6,0,0,26.14,106,28,0,0
9.9556E+12,2019,110,3,182.97,0,60.99,16,0.17,0.04,0.08,0,0,0.22,0,0.26,0,0,0,0,0,0.02,0,0,117,6,59.97,0,0,182.97,0,0.66,15,532,177.33,0,6,0,8,3,2664,Y,0,7,1,14.29,16.23,44.33,4,0.21,0
9.9556E+12,2067,339,1,68.99,0,68.99,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.99,0,0,0,0,0,0.49,6,339,339,0.28,1,0,3,1,4538,N,0,0,0,0,100,339,5,0,0
9.9556E+12,2048,21,5,414.64,1,82.92,16,0.28,0.05,0,0.03,0,0.03,0.4,0.12,0,0,0,0.007235,0.05,0,0,0,356.04,58.6,0,156.5,156.5,334.64,0,0.3,8,207,41.4,0.34,10,1,18,2,5068,Y,0,2,1,50,27,15.92,6,0,0
9.9556E+12,2090,296,2,154.96,0,77.48,11,0.25,0.25,0.16,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,154.96,0,0,0,0,0,0.55,20,634,317,0,4,0,4,2,4538,Y,0,6,1,16.67,26.32,211.33,4,0,0
9.9556E+12,2038,20,2,565.97,0,282.98,16,0.29,0,0.24,0,0.14,0.21,0,0.06,0,0,0,0,0.03,0,0,0,526.97,39,0,63,63,565.97,0,0.64,6,148,74,0.06,8,0,15,2,5068,Y,0,1,1,100,22.13,18.5,1,0,0
9.9556E+12,2048,351,1,124,0,124,11,0,0,0,0.39,0,0,0,0.39,0,0,0,0.2,0,0,0,0,49,75,0,0,0,0,0,0.73,10,351,351,0,4,0,4,2,4538,Y,0,4,0,0,35.62,175.5,18,0,0
9.9556E+12,2038,334,1,117.99,0,117.99,11,0.83,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,117.99,0,0,0,0,0,0.52,13,334,334,0.28,2,0,5,1,4538,Y,0,3,0,0,71.85,83.5,23,0,0
9.9556E+12,60641,96,3,469.92,0,156.64,16,0.04,0.04,0,0.13,0.34,0.12,0,0.05,0.2,0,0,0,0.03,0,0.33,0,451.92,18,0,0,0,98,0,0.58,18,258,86,0.15,9,0,12,3,2611,Y,0,6,0,0,31.8,43,32,0,0
9.9556E+12,2151,99,1,146.47,0,146.47,16,0,0,0,0.11,0,0,0.88,0,0,0,0,0,0,0,0,0,79.98,66.49,0,0,0,146.47,0,0.64,2,99,99,0.04,2,0,4,2,2611,Y,0,0,0,0,78.96,49.5,10,0,0
9.9556E+12,2144,61,5,1043.74,1,208.74,16,0.1,0.03,0.28,0,0,0,0.04,0.11,0.19,0,0,0.01,0.06,0.03,0,0,916.2,127.54,0,171.5,0,902.46,0,0.56,19,656,131.2,0.21,14,2,37,2,2611,Y,0,8,2,25,14.92,31.23,34,0.12,0
9.9556E+12,2169,292,3,80.23,0,26.74,16,0.3,0,0.54,0,0,0,0,0,0,0,0,0,0,0.14,0,0,55.24,24.99,0,0,0,0,43.73,0.46,9,581,193.66,0.29,4,0,5,3,4244,N,0,1,0,0,41.27,64.55,15,0,0
9.9556E+12,1749,78,1,157.45,1,157.45,11,0,0,0,0.21,0.32,0,0,0.22,0.24,0,0,0,0,0,0,0,31.48,125.97,0,157.45,0,157.45,0,0.36,1,78,78,0.32,4,1,6,2,337,Y,0,0,0,0,25.68,39,3,0,0
9.9556E+12,2180,18,20,1679.67,0,83.98,16,0.17,0.07,0,0.05,0.13,0,0.06,0.13,0.18,0,0.14,0,0,0,0,0,1623.67,56,0,754.35,573,1281.44,96,0.61,22,702,35.1,0.17,12,2,41,3,2611,Y,0,9,5,55.56,13.11,9.48,27,0.04,1
9.9556E+12,2138,271,1,242,0,242,11,0.14,0,0,0.19,0.4,0.24,0,0,0,0,0,0,0,0,0.65,0,0,242,0,0,0,0,0,0.66,21,454,454,0.04,4,0,4,1,195,Y,0,7,0,0,71.45,113.5,8,0,0
9.9556E+12,2176,166,3,97.97,0,32.65,11,0.69,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,97.97,0,0,0,29.98,48,0.5,17,697,232.33,0,4,0,4,1,4582,Y,0,8,2,25,53.36,99.57,10,0,0
9.9556E+12,2155,4,51,6148.43,1,120.55,16,0.13,0.02,0.05,0.04,0.1,0.07,0.03,0.06,0.17,0,0.006384,0.006077,0.05,0.01,0.05,0,6043.35,105.08,0,1832.34,453.24,3477.18,360.43,0.33,24,494,9.68,0.41,31,9,304,5,1668,Y,0,9,6,66.67,8.41,4.08,32,0.27,1
9.9556E+12,2118,7,4,198.95,0,49.73,11,0,0,0,0.09,0,0.15,0,0.34,0.24,0,0,0,0.04,0,0.09,0,0,198.95,0,28,28,28,0,0.18,15,581,145.25,0.36,7,0,9,2,4102,N,0,4,0,0,21.96,72.62,45,0.14,0
9.9556E+12,2126,12,5,347.91,0,69.58,11,0.18,0.04,0,0.33,0,0,0.18,0.06,0,0,0,0,0,0,0,0,0,370.91,0,57.96,57.96,280.43,0,0.43,19,619,123.8,0.27,9,0,23,4,4244,Y,0,7,2,28.57,19.53,24.76,24,0.31,1
9.9556E+12,2155,89,7,479.24,0,68.46,18,0.54,0.08,0,0.08,0,0,0.08,0.12,0,0,0,0.04,0.02,0,0,461.27,0,17.97,0,73.09,0,171.03,196.99,0.48,19,319,45.57,0.21,12,1,22,3,3741,Y,0,4,1,25,33.87,24.53,10,0,1
9.9556E+12,2143,152,2,248.99,0,124.49,11,0.47,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,248.99,0,0,0,102,0,0.63,15,287,143.5,0,2,0,6,2,4525,N,0,6,0,0,50.13,143.5,32,0,0
9.9556E+12,2155,282,2,139.98,0,69.99,16,0.28,0,0.55,0,0,0,0,0,0,0,0,0,0,0.15,0,0,117.98,22,0,0,0,0,0,0.64,11,286,143,0.16,3,0,4,3,1668,Y,0,3,0,0,41.67,95.33,10,0,0
9.9556E+12,2151,245,1,167.48,0,167.48,11,0,0,0.23,0.17,0,0,0,0.59,0,0,0,0,0,0,0,0,0,167.48,0,0,0,0,0,0.56,8,245,245,0.18,4,0,5,1,5068,N,0,2,0,0,43.7,122.5,23,0,0
9.9556E+12,2364,27,11,483.87,1,43.98,16,0.13,0,0,0.16,0,0.07,0.08,0,0,0,0,0,0.13,0,0.07,0,199.91,109,174.96,83.99,109,333.38,226.98,0.61,23,638,58,0.12,10,2,22,5,5028,Y,1,8,3,37.5,7.82,18.22,10,0.72,1
9.9556E+12,2368,40,2,81.75,0,40.87,11,0.61,0,0,0.16,0,0,0,0.22,0,0,0,0,0,0,0,0,0,81.75,0,61.76,0,61.76,0,0.4,3,340,170,0.38,4,0,5,1,4538,Y,0,0,0,0,45.05,170,20,0,0
9.9556E+12,2420,287,1,97,0,97,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0.47,9,287,287,0.34,1,0,3,1,4686,N,0,1,0,0,100,287,1,0,0
9.9556E+12,2453,39,8,278.9,0,34.86,11,0.33,0.08,0.02,0.05,0,0,0.08,0.18,0,0,0,0.01,0.08,0,0,0,78.96,199.94,0,38,0,144.44,0,0.27,14,269,33.62,0.37,10,1,20,2,2611,Y,0,2,1,50,17.5,20.69,15,0.13,0
9.9556E+12,2421,229,1,277.45,0,277.45,18,0,0,0,0.17,0.45,0,0,0.24,0,0,0,0,0.12,0,0,253.47,0,23.98,0,0,0,0,0,0.38,9,229,229,0.24,4,0,9,2,3741,N,0,2,0,0,31.33,114.5,1,0,0
9.9556E+12,2478,310,1,94,0,94,16,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0.15,0,0,89,5,0,0,0,0,0,0.7,10,310,310,0.03,2,0,4,2,2881,N,0,3,0,0,73.17,155,1,0,0
9.9556E+12,2474,49,6,1234.77,1,205.79,16,0.21,0.03,0.01,0.1,0,0.03,0.2,0.15,0.15,0,0,0,0,0.01,0,0,1219.77,15,0,417.3,0,1234.77,0,0.64,11,169,28.16,0.12,12,3,39,2,2611,Y,1,2,1,50,15.13,7.04,4,0.07,1
9.9556E+12,2481,17,4,572.22,1,143.05,11,0,0,0,0,0.61,0.18,0,0.19,0,0,0,0,0,0,0,0,252.28,319.94,0,204.3,204.3,479.25,0,0.51,7,242,60.5,0.13,6,1,13,3,5068,Y,0,0,0,0,45.4,40.33,14,0,0
9.9556E+12,2460,139,1,119.97,0,119.97,11,0.16,0,0,0,0.41,0.41,0,0,0,0,0,0,0,0,0,0,0,119.97,0,0,0,119.97,0,0.42,8,139,139,0,3,0,3,1,4686,Y,0,1,0,0,37.5,139,1,0,0
9.9556E+12,2568,355,1,68,0,68,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68,0,0,0,0,0,0.78,0,355,355,0,1,0,1,1,4665,N,0,0,0,0,100,355,38,0,0
9.9556E+12,2601,127,5,785.18,1,157.03,18,0.25,0.07,0,0.09,0.12,0.15,0.13,0.07,0,0,0,0,0,0,0,525.18,148.98,111.02,0,0,0,57.73,362.22,0.4,21,534,106.8,0.4,11,1,31,5,3741,Y,0,9,2,22.22,14.39,31.41,23,0.08,0
9.9556E+12,2760,65,2,403.44,0,201.72,11,0.47,0,0,0.15,0,0.14,0,0.19,0,0,0,0,0.03,0,0.29,0,0,403.44,0,202.46,0,202.46,0,0.62,14,286,143,0.14,6,0,13,1,4538,Y,0,4,0,0,39.23,143,5,0,0
9.9556E+12,2762,67,3,140.34,0,46.78,11,0.51,0.33,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,29.99,6,104.35,35.99,0,140.34,0,0.54,6,389,129.66,0.21,3,1,10,3,4538,Y,0,0,0,0,37.89,25.93,10,0.12,0
9.9556E+12,2760,170,6,577.94,0,96.32,11,0.36,0.02,0.18,0.13,0,0.1,0.18,0,0,0,0,0,0,0,0,0,63.99,513.95,0,0,0,19.99,185,0.6,16,697,116.16,0.09,10,0,19,3,434,N,0,8,1,12.5,23.41,53.61,10,0,0
9.9556E+12,2703,160,2,76.17,0,38.08,11,0.66,0,0,0,0,0,0,0,0,0,0,0.15,0.17,0,0,0,0,51,25.17,0,0,25.17,0,0.59,8,686,343,0.2,3,1,5,2,4538,Y,0,0,0,0,50.31,68.6,15,0,0
9.9556E+12,2760,116,6,902.37,1,150.39,11,0.21,0.13,0.01,0.08,0.17,0.17,0.08,0.05,0,0,0,0,0.03,0.01,0,0,29.5,872.87,0,0,0,100.95,312.97,0.55,19,327,54.5,0.16,14,1,30,2,4538,Y,0,6,1,16.67,14.73,27.25,11,0,1
9.9556E+12,2766,107,1,71.49,0,71.49,11,0,0.52,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,71.49,0,0,0,71.49,0,0.57,3,107,107,0.21,2,0,5,1,4538,Y,0,0,0,0,50.11,35.66,16,0,0
9.9556E+12,2760,150,1,39.98,0,39.98,11,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0,0,0,39.98,0,0.41,3,673,673,0,2,0,2,2,2664,Y,0,0,0,0,50,84.12,16,0,0
